PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Tang, Wei; Guo, Ren; Shen, Shi-jun; Zheng, Yang; Lu, Yu-ting; Jiang, Meng-meng; Cui, Xue; Jiang, Ci-zhong; Xie, Xin								Chemical cocktails enable hepatic reprogramming of human urine-derived cells with a single transcription factor								ACTA PHARMACOLOGICA SINICA				40	5			620	629		10.1038/s41401-018-0170-z				MAY 2019	2019	Human liver or hepatocyte transplantation is limited by a severe shortage of donor organs. Direct reprogramming of other adult cells into hepatic cells may offer a solution to this problem. In a previous study, we have generated hepatocyte-like cells from mouse fibroblasts using only one transcription factor (TF) plus a chemical cocktail. Here, we show that human urine-derived epithelial-like cells (hUCs) can also be transdifferentiated into human hepatocyte-like cells (hiHeps) using one TF (Foxa3, Hnf1 alpha, or Hnf4 alpha) plus the same chemical cocktail CRVPTD (C, CHIR99021; R, RepSox; V, VPA; P, Parnate; T, TTNPB; and D, Dznep). These hiHeps express multiple hepatocyte-specific genes and display functions characteristic of mature hepatocytes. With the introduction of the large T antigen, these hiHeps can be expanded in vitro and can restore liver function in mice with concanavalin-A-induced acute liver failure. Our study provides a strategy to generate functional hepatocyte-like cells from hUCs by using a single TF plus a chemical cocktail.									4	0	0	0	4	0	4	1	14	1671-4083	1745-7254		WOS:000466149400006	30315254	
J	Li, Jin; Li, Yan; Li, Wei; Luo, Huaibing; Xi, Yanping; Dong, Shihua; Gao, Ming; Xu, Peng; Zhang, Baolong; Liang, Ying; Zou, Qingping; Hu, Xin; Peng, Lina; Zou, Dan; Wang, Ting; Yang, Hongbo; Jiang, Cizhong; Peng, Shaoliang; Wu, Feizhen; Yu, Wenqiang				Wu, Feizhen/R-6415-2019	Wu, Feizhen/0000-0002-1265-9887			Guide Positioning Sequencing identifies aberrant DNA methylation patterns that alter cell identity and tumor-immune surveillance networks								GENOME RESEARCH				29	2			270	280		10.1101/gr.240606.118				FEB 2019	2019	Aberrant DNA methylation is a distinguishing feature of cancer. Yet, how methylation affects immune surveillance and tumor metastasis remains ambiguous. We introduce a novel method, Guide Positioning Sequencing (GPS), for precisely detecting whole-genome DNA methylation with cytosine coverage as high as 96% and unbiased coverage of GC-rich and repetitive regions. Systematic comparisons of GPS with whole-genome bisulfite sequencing (WGBS) found that methylation difference between gene body and promoter is an effective predictor of gene expression with a correlation coefficient of 0.67 (GPS) versus 0.33 (WGBS). Moreover, Methylation Boundary Shift (MBS) in promoters or enhancers is capable of modulating expression of genes associated with immunity and tumor metabolism. Furthermore, aberrant DNA methylation results in tissue-specific enhancer switching, which is responsible for altering cell identity during liver cancer development. Altogether, we demonstrate that GPS is a powerful tool with improved accuracy and efficiency over WGBS in simultaneously detecting genome-wide DNA methylation and genomic variation. Using GPS, we show that aberrant DNA methylation is associated with altering cell identity and immune surveillance networks, which may contribute to tumorigenesis and metastasis.									1	0	0	0	1	0	1	4	12	1088-9051	1549-5469		WOS:000457462100010	30670627	
J	Zhang, Qitong; Zhang, Qingquan; Jiang, Xue; Ye, Youqiong; Liao, Huimin; Zhu, Fugui; Yan, Jie; Luo, Lina; Tian, Li; Jiang, Cizhong; Chen, Yihan; Liang, Xingqun; Sun, Yunfu				Tian, Li/P-2950-2015	Tian, Li/0000-0003-0222-7076			Collaborative ISL1/GATA3 interaction in controlling neuroblastoma oncogenic pathways overlapping with but distinct from MYCN								THERANOSTICS				9	4			986	1000		10.7150/thno.30199				2019	2019	Background: Transcription factor ISL1 plays a critical role in sympathetic neurogenesis. Expression of ISL1 has been associated with neuroblastoma, a pediatric tumor derived from sympatho-adrenal progenitors, however the role of ISL1 in neuroblastoma remains unexplored.Method: Here, we knocked down ISL1 (KD) in SH-SY5Y neuroblastoma cells and performed RNA-seq and ISL1 ChIP-seq analyses.Results: Analyses of these data revealed that ISL1 acts upstream of multiple oncogenic genes and pathways essential for neuroblastoma proliferation and differentiation, including LMO1 and LIN28B. ISL1 promotes expression of a number of cell cycle associated genes, but represses differentiation associated genes including RA receptors and the downstream target genes EPAS1 and CDKN1A. Consequently, Knockdown of ISL1 inhibits neuroblastoma cell proliferation and migration in vitro and impedes tumor growth in vivo, and enhances neuronal differentiation by RA treatment. Furthermore, genome-wide mapping revealed a substantial co-occupancy of binding regions by ISL1 and GATA3, and ISL1 physically interacts with GATA3, and together they synergistically regulate the aforementioned oncogenic pathways. In addition, analyses of the roles of ISL1 and MYCN in MYCN-amplified and MYCN non-amplified neuroblastoma cells revealed an epistatic relationship between ISL1 and MYCN. ISL1 and MYCN function in parallel to regulate common yet distinct oncogenic pathways in neuroblastoma.Conclusion: Our study has demonstrated that ISL1 plays an essential role in neuroblastoma regulatory networks and may serve as a potential therapeutic target in neuroblastoma.									2	0	0	0	2	0	2	1	4	1838-7640			WOS:000457199500006	30867811	
J	Fu, Shaliu; Wang, Qin; Moore, Jill E.; Purcaro, Michael J.; Pratt, Henry E.; Fan, Kaili; Gu, Cuihua; Jiang, Cizhong; Zhu, Ruixin; Kundaje, Anshul; Lu, Aiping; Weng, Zhiping				Kundaje, Anshul/Y-2739-2019; Kundaje, Anshul/Y-2598-2019; Jiang, Cizhong/H-1474-2019	Kundaje, Anshul/0000-0003-3084-2287; Kundaje, Anshul/0000-0003-3084-2287; Jiang, Cizhong/0000-0001-5406-2360; Purcaro, Michael/0000-0002-4735-4215; Wang, Qin/0000-0003-1991-5246; Zhu, Ruixin/0000-0002-5070-6453; Pratt, Henry/0000-0001-9413-834X			Differential analysis of chromatin accessibility and histone modifications for predicting mouse developmental enhancers								NUCLEIC ACIDS RESEARCH				46	21			11184	11201		10.1093/nar/gky753				NOV 30 2018	2018	Enhancers are distal cis-regulatory elements that modulate gene expression. They are depleted of nucleosomes and enriched in specific histone modifications; thus, calling DNase-seq and histone mark ChIP-seq peaks can predict enhancers. We evaluated nine peak-calling algorithms for predicting enhancers validated by transgenic mouse assays. DNase and H3K27ac peaks were consistently more predictive than H3K4me1/2/3 and H3K9ac peaks. DFilter and Hotspot2 were the best DNase peak callers, while HOMER, MUSIC, MACS2, DFilter and F-seq were the best H3K27ac peak callers. We observed that the differential DNase or H3K27ac signals between two distant tissues increased the area under the precision-recall curve (PR-AUC) of DNase peaks by 17.5-166.7% and that of H3K27ac peaks by 7.1-22.2%. We further improved this differential signal method using multiple contrast tissues. Evaluated using a blind test, the differential H3K27ac signal method substantially improved PR-AUC from 0.48 to 0.75 for predicting heart enhancers. We further validated our approach using postnatal retina and cerebral cortex enhancers identified by massively parallel reporter assays, and observed improvements for both tissues. In summary, we compared nine peak callers and devised a superior method for predicting tissue-specific mouse developmental enhancers by reranking the called peaks.									6	0	0	0	6	0	6	3	13	0305-1048	1362-4962		WOS:000456710000011	30137428	
J	Li, Jingyi; Shen, Shijun; Chen, Jiayu; Liu, Wenqiang; Li, Xiaocui; Zhu, Qianshu; Wang, Beiying; Chen, Xiaolong; Wu, Li; Wang, Mingzhu; Gu, Liang; Wang, Hong; Yin, Jiqing; Jiang, Cizhong; Gao, Shaorong				; Li, Jingyi/T-6596-2018	Chen, Jiayu/0000-0003-4755-8901; Shen, Shijun/0000-0002-2641-889X; Li, Jingyi/0000-0003-3304-5005			Accurate annotation of accessible chromatin in mouse and human primordial germ cells								CELL RESEARCH				28	11			1077	1089		10.1038/s41422-018-0096-5				NOV 2018	2018	Extensive and accurate chromatin remodeling is essential during primordial germ cell (PGC) development for the perpetuation of genetic information across generations. Here, we report that distal cis-regulatory elements (CREs) marked by DNase I-hypersensitive sites (DHSs) show temporally restricted activities during mouse and human PGC development. Using DHS maps as proxy, we accurately locate the genome-wide binding sites of pluripotency transcription factors in mouse PGCs. Unexpectedly, we found that mouse female meiotic recombination hotspots can be captured by DHSs, and for the first time, we identified 12,211 recombination hotspots in mouse female PGCs. In contrast to that of meiotic female PGCs, the chromatin of mitotic-arrested male PGCs is permissive through nuclear transcription factor Y (NFY) binding in the distal regulatory regions. Furthermore, we examined the evolutionary pressure on PGC CREs, and comparative genomic analysis revealed that mouse and human PGC CREs are evolutionarily conserved and show strong conservation across the vertebrate tree outside the mammals. Therefore, our results reveal unique, temporally accessible chromatin configurations during mouse and human PGC development.									1	0	0	0	1	0	1	0	22	1001-0602	1748-7838		WOS:000449267800007	30305709	
J	Hu, Jian; Gu, Liang; Ye, Youqiong; Zheng, Meizhu; Xu, Zhu; Lin, Jing; Du, Yanhua; Tian, Mengxue; Luo, Lifang; Wang, Beibei; Zhang, Xiaobai; Weng, Zhiping; Jiang, Cizhong					Ye, Youqiong/0000-0001-8332-4710			Dynamic placement of the linker histone H1 associated with nucleosome arrangement and gene transcription in early Drosophila embryonic development								CELL DEATH & DISEASE				9						765	10.1038/s41419-018-0819-z				JUL 9 2018	2018	The linker histone H1 is critical to maintenance of higher-order chromatin structures and to gene expression regulation. However, H1 dynamics and its functions in embryonic development remain unresolved. Here, we profiled gene expression, nucleosome positions, and H1 locations in early Drosophila embryos. The results show that H1 binding is positively correlated with the stability of beads-on-a-string nucleosome organization likely through stabilizing nucleosome positioning and maintaining nucleosome spacing. Strikingly, nucleosomes with H1 placement deviating to the left or the right relative to the dyad shift to the left or the right, respectively, during early Drosophila embryonic development. H1 occupancy on genic nucleosomes is inversely correlated with nucleosome distance to the transcription start sites. This inverse correlation reduces as gene transcription levels decrease. Additionally, H1 occupancy is lower at the 5' border of genic nucleosomes than that at the 3' border. This asymmetrical pattern of H1 occupancy on genic nucleosomes diminishes as gene transcription levels decrease. These findings shed new lights into how H1 placement dynamics correlates with nucleosome positioning and gene transcription during early Drosophila embryonic development.									2	0	0	0	2	0	2	0	3	2041-4889			WOS:000438367000013	29988149	
J	Zhu, Fugui; Zhu, Qianshu; Ye, Dan; Zhang, Qingquan; Yang, Yiwei; Guo, Xudong; Liu, Zhenping; Jiapaer, Zeyidan; Wan, Xiaoping; Wang, Guiying; Chen, Wen; Zhu, Songcheng; Jiang, Cizhong; Shi, Weiyang; Kang, Jiuhong								Sin3a-Tet1 interaction activates gene transcription and is required for embryonic stem cell pluripotency								NUCLEIC ACIDS RESEARCH				46	12			6026	6040		10.1093/nar/gky347				JUL 6 2018	2018	Sin3a is a core component of histone-deacetylation-activity-associated transcriptional repressor complex, playing important roles in early embryo development. Here, we reported that down-regulation of Sin3a led to the loss of embryonic stem cell (ESC) self-renewal and skewed differentiation into mesendoderm lineage. We found that Sin3a functioned as a transcriptional coactivator of the critical Nodal antagonist Lefty1 through interacting with Tet1 to de-methylate the Lefty1 promoter. Further studies showed that two amino acid residues (Phe147, Phe182) in the PAH1 domain of Sin3a are essential for Sin3a-Tet1 interaction and its activity in regulating pluripotency. Furthermore, genome-wide analyses of Sin3a, Tet1 and Pol II ChIP-seq and of 5mC MeDIP-seq revealed that Sin3a acted with Tet1 to facilitate the transcription of a set of their co-target genes. These results link Sin3a to epigenetic DNA modifications in transcriptional activation and have implications for understanding mechanisms underlying versatile functions of Sin3a in mouse ESCs.									10	0	0	0	9	0	10	2	21	0305-1048	1362-4962		WOS:000438397200019	29733394	
J	Zhang, Qingquan; Huang, Ru; Ye, Youqiong; Guo, Xiaoxia; Lu, Jun; Zhu, Fugui; Gong, Xiaohui; Zhang, Qitong; Yan, Jie; Luo, Lina; Zhuang, Shaowei; Chen, Yihan; Zhao, Xiaodong; Evans, Sylvia M.; Jiang, Cizhong; Liang, Xingqun; Sun, Yunfu					Ye, Youqiong/0000-0001-8332-4710; Lu, Jun/0000-0002-7343-9706			Temporal requirements for ISL1 in sympathetic neuron proliferation, differentiation, and diversification								CELL DEATH & DISEASE				9						247	10.1038/s41419-018-0283-9				FEB 14 2018	2018	Malformations of the sympathetic nervous system have been associated with cardiovascular instability, gastrointestinal dysfunction, and neuroblastoma. A better understanding of the factors regulating sympathetic nervous system development is critical to the development of potential therapies. Here, we have uncovered a temporal requirement for the LIM homeodomain transcription factor ISL1 during sympathetic nervous system development by the analysis of two mutant mouse lines: an Isl1 hypomorphic line and mice with Isl1 ablated in neural crest lineages. During early development, ISL1 is required for sympathetic neuronal fate determination, differentiation, and repression of glial differentiation, although it is dispensable for initial noradrenergic differentiation. ISL1 also plays an essential role in sympathetic neuron proliferation by controlling cell cycle gene expression. During later development, ISL1 is required for axon growth and sympathetic neuron diversification by maintaining noradrenergic differentiation, but repressing cholinergic differentiation. RNA-seq analyses of sympathetic ganglia from Isl1 mutant and control embryos, together with ISL1 ChIP-seq analysis on sympathetic ganglia, demonstrated that ISL1 regulates directly or indirectly several distinct signaling pathways that orchestrate sympathetic neurogenesis. A number of genes implicated in neuroblastoma pathogenesis are direct downstream targets of ISL1. Our study revealed a temporal requirement for ISL1 in multiple aspects of sympathetic neuron development, and suggested Isl1 as a candidate gene for neuroblastoma.									6	0	0	0	6	0	6	1	11	2041-4889			WOS:000427410000028	29445148	
J	He, Wenteng; Zhang, Xiaobai; Zhang, Yalin; Zheng, Weisheng; Xiong, Zeyu; Hu, Xinjie; Wang, Mingzhu; Zhang, Linfeng; Zhao, Kun; Qiao, Zhibin; Lai, Weiyi; Lv, Cong; Kou, Xiaochen; Zhao, Yanhong; Yin, Jiqing; Liu, Wenqiang; Jiang, Yonghua; Chen, Mo; Xu, Ruimin; Le, Rongrong; Li, Chong; Wang, Hong; Wan, Xiaoping; Wang, Hailin; Han, Zhiming; Jiang, Cizhong; Gao, Shaorong; Chen, Jiayu					Chen, Jiayu/0000-0003-4755-8901			Reduced Self-Diploidization and Improved Survival of Semi-cloned Mice Produced from Androgenetic Haploid Embryonic Stem Cells through Overexpression of Dnmt3b								STEM CELL REPORTS				10	2			477	493		10.1016/j.stemcr.2017.12.024				FEB 13 2018	2018	Androgenetic haploid embryonic stem cells (AG-haESCs) hold great promise for exploring gene functions and generating gene-edited semi-cloned (SC) mice. However, the high incidence of self-diploidization and low efficiency of SC mouse production are major obstacles preventing widespread use of these cells. Moreover, although SC mice generation could be greatly improved by knocking out the differentially methylated regions of two imprinted genes, 50% of the SC mice did not survive into adulthood. Here, we found that the genome-wide DNA methylation level in AG-haESCs is extremely low. Subsequently, downregulation of both de novo methyltransferase Dnmt3b and other methylation-related genes was determined to be responsible for DNA hypomethylation. We further demonstrated that ectopic expression of Dnmt3b in AG-haESCs could effectively improve DNA methylation level, and the high incidence of self-diploidization could be markedly rescued. More importantly, the developmental potential of SC embryos was improved, and most SC mice could survive into adulthood.									4	1	0	0	3	0	4	1	12	2213-6711			WOS:000424907600014	29396184	
J	Ping, Wangfang; Hu, Jian; Hu, Gongcheng; Song, Yawei; Xia, Qing; Yao, Mingze; Gong, Shixin; Jiang, Cizhong; Yao, Hongjie				Jiang, Cizhong/H-1474-2019	Jiang, Cizhong/0000-0001-5406-2360			Genome-wide DNA methylation analysis reveals that mouse chemical iPSCs have closer epigenetic features to mESCs than OSKM-integrated iPSCs								CELL DEATH & DISEASE				9						187	10.1038/s41419-017-0234-x				FEB 7 2018	2018	Induced pluripotent stem cells can be derived from somatic cells through ectopic expression of transcription factors or chemical cocktails. Chemical iPSCs (C-iPSCs) and OSKM-iPSCs (4F-iPSCs) have been suggested to have similar characteristics to mouse embryonic stem cells (mESCs). However, their epigenetic equivalence remains incompletely understood throughout the genome. In this study, we have generated mouse C-iPSCs and 4F-iPSCs, and further compared the genome-wide DNA methylomes of C-iPSCs, 4F-iPSCs, and mESCs that were maintained in 2i and LIF. Three pluripotent stem cells tend to be low methylated overall, however, DNA methylations in some specific regions (such as retrotransposons) are cell type-specific. Importantly, C-iPSCs are more hypomethylated than 4F-iPSCs. Bisulfite sequencing indicated that DNA methylation status in several known imprinted clusters, such as: Dlk1-Dio3 and Peg12-Ube3a, in C-iPSCs are closer to those of mESCs than 4F-iPSCs. Overall, our data demonstrate the reprogramming methods-dependent epigenetic differences of C-iPSCs and 4F-iPSCs and reveal that C-iPSCs are more hypomethylated than OSKM-integrated iPSCs.									6	0	0	0	5	0	6	0	9	2041-4889			WOS:000427401400029	29416007	
J	Fang, Yujiang; Liu, Zhongliang; Chen, Zhenyu; Xu, Xiangjie; Xiao, Mengtao; Yu, Yanyan; Zhang, Yuanyuan; Zhang, Xiaobai; Du, Yanhua; Jiang, Cizhong; Zhao, Yuzheng; Wang, Yiran; Fan, Beibei; Terheyden-Keighley, Daniel; Liu, Yang; Shi, Lei; Hui, Yi; Zhang, Xin; Zhang, Bowen; Feng, Hexi; Ma, Lin; Zhang, Quanbin; Jin, Guohua; Yang, Yi; Xiang, Bin; Liu, Ling; Zhang, Xiaoqing				Yang, Yi/C-1297-2013; Zhang, Xiaoqing/O-3424-2017	Yang, Yi/0000-0001-7896-1184; Zhang, Xiaoqing/0000-0002-7405-1893; Zhao, Yuzheng/0000-0001-5400-0135			Smad5 acts as an intracellular pH messenger and maintains bioenergetic homeostasis								CELL RESEARCH				27	9			1083	1099		10.1038/cr.2017.85				SEP 2017	2017	Both environmental cues and intracellular bioenergetic states profoundly affect intracellular pH (pHi). How a cell responds to pHi changes to maintain bioenergetic homeostasis remains elusive. Here we show that Smad5, a well-characterized downstream component of bone morphogenetic protein (BMP) signaling responds to pHi changes. Cold, basic or hypertonic conditions increase pHi, which in turn dissociates protons from the charged amino acid clusters within the MH1 domain of Smad5, prompting its relocation from the nucleus to the cytoplasm. On the other hand, heat, acidic or hypotonic conditions decrease pHi, blocking the nuclear export of Smad5, and thus causing its nuclear accumulation. Active nucleocytoplasmic shuttling of Smad5 induced by environmental changes and pHi fluctuation is independent of BMP signaling, carboxyl terminus phosphorylation and Smad4. In addition, ablation of Smad5 causes chronic and irreversible dysregulation of cellular bioenergetic homeostasis and disrupted normal neural developmental processes as identified in a differentiation model of human pluripotent stem cells. Importantly, these metabolic and developmental deficits in Smad5-deficient cells could be rescued only by cytoplasmic Smad5. Cytoplasmic Smad5 physically interacts with hexokinase 1 and accelerates glycolysis. Together, our findings indicate that Smad5 acts as a pHi messenger and maintains the bioenergetic homeostasis of cells by regulating cytoplasmic metabolic machinery.									6	1	0	0	6	0	6	4	31	1001-0602	1748-7838		WOS:000408916300005	28675158	
J	Chen, Kaiming; Li, Dong; Li, Hongwen; Li, Bing; Li, Jie; Huang, Lei; Li, Renhao; Xu, Xiaoqing; Jiang, Lingxiao; Jiang, Cizhong; Gu, Hua; Fang, Jianmin								Genetic analysis of heterogeneous sub-clones in recombinant Chinese hamster ovary cells								APPLIED MICROBIOLOGY AND BIOTECHNOLOGY				101	14			5785	5797		10.1007/s00253-017-8331-4				JUL 2017	2017	Chinese hamster ovary (CHO) cells have been widely used for production of recombinant proteins and therapeutic antibodies. However, owing to the instability and heterogeneity of CHO cells, the development of stable and high-expression recombinant CHO cell lines is often time-consuming. To investigate the mechanisms associated with heterogeneity in protein productivity, we performed transcriptome analysis on the subclones derived from a stable parental CHO clone. Two high-expression subclones and one low-expression subclone were selected based on their similar genomic background and subjected to RNA-seq analysis. Over 100 differentially expressed genes were identified between the subclones with high and low productivity. The molecular functions of the differentially expressed genes were enriched for translational elongation, sterol biosynthetic process, and regulation of secretion. In addition, analyses of the two subclones with high protein expression levels identified over 300 differentially expressed genes involved in DNA metabolic processes, cellular macromolecule catabolic processes, cell cycle, protein catabolic processes, and RNA processing and transcription. A subset of the differentially expressed genes was overexpressed in CHO cells to identify their effects on protein production. Together, these results indicate that transcriptome variation can cause significant inter-cellular heterogeneity in CHO cells and a better understanding of the molecular mechanism underlying heterogeneity might help to improve the production of recombinant proteins by CHO cells.									6	0	0	0	6	0	6	0	9	0175-7598	1432-0614		WOS:000405181100019	28540426	
J	Zhang, Qingquan; Huang, Ru; Guo, Xiaoxia; Ye, Youqiong; Lu, Jun; Zhuang, Shaowei; Zhang, Qitong; Zhu, Fugui; Gong, Xiaohui; Yan, Jie; Geng, Peng; Luo, Lina; Lin, Lizhu; Chen, Yihan; Zhao, Xiaodong; Evans, Sylvia; Jiang, Cizhong; Liang, Xingqun; Sun, Yunfu								The temporal requirements for Isl1 in sympathetic neuron proliferation, differentiation and diversification								MECHANISMS OF DEVELOPMENT				145			PS4.36	S125	S125		10.1016/j.mod.2017.04.343			S	JUL 2017	2017						18th International Congress of Developmental Biology18th International Congress of Developmental Biology	JUN 18-22, 2017JUN 18-22, 2017		Natil Univ Singapore, Singapore, SINGAPORENatil Univ Singapore, Singapore, SINGAPORE	0	0	0	0	0	0	0	0	11	0925-4773	1872-6356		WOS:000402994800415		
J	Du, Yanhua; Liu, Zhenping; Cao, Xinkai; Chen, Xiaolong; Chen, Zhenyu; Zhang, Xiaobai; Zhang, Xiaoqing; Jiang, Cizhong				Zhang, Xiaoqing/O-3424-2017	Zhang, Xiaoqing/0000-0002-7405-1893			Nucleosome eviction along with H3K9ac deposition enhances Sox2 binding during human neuroectodermal commitment								CELL DEATH AND DIFFERENTIATION				24	6			1121	1131		10.1038/cdd.2017.62				JUN 2017	2017	Neuroectoderm is an important neural precursor. However, chromatin remodeling and its epigenetic regulatory roles during the differentiation of human neuroectodermal cells (hNECs) from human embryonic stem cells (hESCs) remain largely unexplored. Here, we obtained hNECs through directed differentiation from hESCs, and determined chromatin states in the two cell types. Upon differentiation, H2A.Z-mediated nucleosome depletion leads to an open chromatin structure in promoters and upregulates expression of neuroectodermal genes. Increase in H3K9ac signals and decrease in H3K27me3 signals in promoters result in an active chromatin state and activate neuroectodermal genes. Conversely, decrease in H3K9ac signals and increase in H3K27me3 signals in promoters repress pluripotency genes. Moreover, H3K9ac signals facilitate the pluripotency factor Sox2 binding to target sites unique to hNECs. Knockdown of the acetyltransferase Kat2b erases H3K9ac signals, disrupts Sox2 binding, and fails the differentiation. Our results demonstrate a hierarchy of epigenetic regulation of gene expression during the differentiation of hNECs from hESCs through chromatin remodeling.									5	4	0	0	5	0	7	1	10	1350-9047	1476-5403		WOS:000401701800017	28475175	
J	Ye, Youqiong; Li, Min; Gu, Liang; Chen, Xiaolong; Shi, Jiejun; Zhang, Xiaobai; Jiang, Cizhong				Shi, Jiejun/P-3329-2019; Jiang, Cizhong/H-1474-2019	Shi, Jiejun/0000-0001-9777-1183; Ye, Youqiong/0000-0001-8332-4710; Jiang, Cizhong/0000-0001-5406-2360			Chromatin remodeling during in vivo neural stem cells differentiating to neurons in early Drosophila embryos								CELL DEATH AND DIFFERENTIATION				24	3			409	420		10.1038/cdd.2016.135				MAR 2017	2017	Neurons are a key component of the nervous system and differentiate from multipotent neural stem cells (NSCs). Chromatin remodeling has a critical role in the differentiation process. However, its in vivo epigenetic regulatory role remains unknown. We show here that nucleosome depletion regions (NDRs) form in both proximal promoters and distal enhancers during NSCs differentiating into neurons in the early Drosophila embryonic development. NDR formation in the regulatory regions involves nucleosome shift and eviction. Nucleosome occupancy in promoter NDRs is inversely proportional to the gene activity. Genes with promoter NDR formation during differentiation are enriched for functions related to neuron development and maturation. Active histone-modification signals (H3K4me3 and H3K9ac) in promoters are gained in neurons in two modes: de novo establishment to high levels or increase from the existing levels in NSCs. The gene sets corresponding to the two modes have different neuronrelated functions. Dynamic changes of H3K27ac and H3K9ac signals in enhancers and promoters synergistically repress genes associated with neural stem or progenitor cell-related pluripotency and upregulate genes associated with neuron projection morphogenesis, neuron differentiation, and so on. Our results offer new insights into chromatin remodeling during in vivo neuron development and lay a foundation for its epigenetic regulatory mechanism study of other lineage specification.									9	1	0	0	9	0	9	0	12	1350-9047	1476-5403		WOS:000395791200003	27858939	
J	Jiang Cizhong; Gao Shaorong							江赐忠; 高绍荣	Chromatin remodeling and its epigenetic regulatory mechanisms in cell fate transition			细胞命运转化中的染色质重塑及其表观遗传调控机制				生命科学	Chinese Bulletin of Life Sciences				29	10			968	976	1004-0374(2017)29:10<968:XBMYZH>2.0.TX;2-J					2017	2017	Chromatin remodeling is an important epigenetic regulatory mechanism, and takes part in controlling many biological processes. However, the pattern and the functions of chromatin remodeling in cell fate transition remain enigmatic. To address this issue, we studied chromatin remodeling in mouse somatic cell reprograming and the differentiation of human embryonic cells (ESC) into neuroectodermal cells (NEC), respectively, and achieved a series of progress. The results show that accurate nucleosome remodeling takes place and results in a chromatin structure in iPSC highly similar to that in ESC. The core pluripotency factor Oct4 plays pivotal roles in somatic reprograming. We depicted the molecular roadmap of dynamic Oct4 binding and key histone modification changes in the course of somatic reprograming, and revealed the functions of their interactions in gain and maintenance of pluripotency. In the process of human ESC differentiating to NEC, we found that nucleosome eviction occurs in the nucleosome depletion regions right upstream of transcription start sites and activates these NEC-related genes. Acetyltransferase KAT2B deposits H3K9ac signal to recruit the transcription factor Sox2 binding to the target sites specific in NEC and activate the target genes, therefore facilitating the differentiation of NEC. These findings greatly improve our understanding of chromatin remodeling in cell fate transition and its associated epigenetic regulatory roles.			染色质重塑是重要的表观遗传调控机制,参与调控许多重要生物过程,但细胞命运转化中染色质变化模式及其调控机制并不清楚。围绕这一问题,江赐忠和高绍荣实验室研究了小鼠体细胞重编程及人胚胎干细胞(ESC)定向分化成神经外胚层细胞(NEC)中染色质重塑及其作用机制,取得一系列前沿性进展:揭示体细胞重编程中发生精确的核小体重塑,使之获得与ESC没有差别的染色质结构;绘制体细胞重编程中核心全能性转录因子Oct4的动态结合靶点与关键组蛋白修饰变化的分子路线图,及其两者互作对全能性获得与维持的调控机制;发现人ESC向NEC分化中,紧挨转录起始位点上游的核小体缺失区发生核小体丢失,激活NEC相关基因,组蛋白乙酰基转移酶KAT2B增加H3K9ac信号来招募转录因子Sox2结合到NEC特异靶点激活靶点基因,促进NEC分化。这些成果极大提高人们对细胞命运转化中染色质重塑及其表观遗传调控机制的认识。						0	0	0		0	0	0	0	1	1004-0374			CSCD:6106874		
